window_id,t_start_s,t_end_s,n_samples,rms_x,rms_y,rms_z,std_x,std_y,std_z,ptp_x,ptp_y,ptp_z,norm_rms,norm_mean_abs,jerk_rms,motion_threshold,is_motion
29,6.999237,7.989237,100,5.35652684014314,5.05362781608393,6.95565485550529,5.33374998372523,4.95697651412796,6.86683583198509,40,37,62,10.1297911311925,8.16404888585578,1403.30138252956,10.5746734583437,0
30,7.249237,8.239237,100,5.15386648538103,4.92535827158768,5.17838929753537,5.04303700385217,4.82479915319662,5.08492523509094,40,37,47,8.81119796449155,7.34626454962989,1131.59196450542,10.5746734583437,0
31,7.499237,8.489237,100,5.99808163345208,4.79765732399945,4.84448714762483,5.85283320842621,4.64384027774993,4.54262639289812,44,28,31,9.08094459864076,7.33841340594561,1166.79720628825,10.5746734583437,0
32,7.749237,8.739237,100,6.3132899096519,4.98079678559026,5.54550201457954,6.12001188352976,4.7730197120604,5.42209285323397,44,28,55,9.76824235450598,7.77129816014647,1291.14979003522,10.5746734583437,0
33,7.999237,8.989237,100,5.88021966269587,4.80697673262884,5.59291701367308,5.73075170911419,4.57944463131864,5.39107942565655,44,36,55,9.43211160405897,7.45343164160422,1270.09114509967,10.5746734583437,0
34,8.249237,9.239237,100,5.03888490678462,4.98612572369164,5.69742198586902,4.97601317027066,4.86358349824946,5.47965935680921,37,36,55,9.09463732764232,7.33926867182916,1233.5803283827,10.5746734583437,0
35,8.499237,9.489237,100,4.03877872474051,4.97509931853523,5.66902147396276,4.02832145407659,4.87146919534673,5.45892837376522,26,30,42,8.55576713620451,7.34554378876235,1158.71891219651,10.5746734583437,0
36,8.749237,9.739237,100,3.83254778163951,5.08918540542766,5.10907062034923,3.8438722059082,5.05416120187568,4.61323305198417,22,38,28,8.16644556665159,7.15523143684292,1115.27656666207,10.5746734583437,0
37,8.999237,9.989236,100,3.83471746325113,5.38283319227922,6.22494202685317,3.8071039392221,5.23666174796752,5.42328500099527,22,38,39,9.07908885497597,7.81354380089925,1186.92481075676,10.5746734583437,0
38,9.249237,10.239237,100,4.08391100194285,5.60782334172767,6.00231742598313,3.89211842812958,5.3304821924513,5.44514425516863,22,38,39,9.17353945792332,7.89408003770334,1215.8045268268,10.5746734583437,0
39,9.499237,10.489237,100,4.29786305202672,5.96114308190158,5.44788761636953,3.96870332232155,5.47906944838282,4.90370917126655,27,37,37,9.14802345523184,7.76799934294387,1184.70793659121,10.5746734583437,0
40,9.749237,10.739236,100,4.57882344545413,5.58573827601584,5.58918261436696,4.26216618705332,5.1197379983469,4.87690910559572,26,35,37,9.13263699757801,7.84088873839826,1174.17513122614,10.5746734583437,0
41,9.999237,10.989237,100,4.92059952740454,5.39333010538814,4.40259122304761,4.66735925596503,5.15688223090603,3.88702841499646,27,38,30,8.525439508438,7.40601237555614,1141.80920945878,10.5746734583437,0
42,10.249238,11.239237,100,4.97155009895684,6.18876366854793,4.71895523814875,4.76163116097114,6.029045856468,4.25044263886276,27,43,32,9.23502272174942,7.8131880087197,1214.01475519085,10.5746734583437,0
43,10.499237,11.489237,100,5.14817302927636,5.82418401169891,5.0841763197161,5.06813176584425,5.8045958802774,4.74619464796416,37,43,32,9.28836120052723,7.94174699022864,1229.51613327467,10.5746734583437,0
44,10.749237,11.739237,100,4.71384921804907,6.05327214981948,5.99388493864954,4.67116666153093,6.01891798726098,5.84925100963682,37,43,46,9.73597118052697,8.10961161971318,1321.61560171442,10.5746734583437,0
45,10.999237,11.989237,100,4.63433814638026,6.48163635917811,6.15499368657085,4.65160990921151,6.49397545204147,6.03906474798069,37,45,46,10.0683984441093,8.4509392688369,1352.81225973931,10.5746734583437,0
46,11.249237,12.239237,100,4.8717299055642,6.01897025680856,5.94551588680682,4.88779142870326,6.03299848392743,5.73386185019937,34,44,46,9.76273088768644,8.28427004681813,1345.54948440207,10.5746734583437,0
47,11.499237,12.489237,100,4.68547744483404,5.93139469763391,6.06865211885239,4.62400412428602,5.96124690366576,5.72479985094093,31,44,53,9.69348649789226,8.09986037702977,1315.52439166885,10.5746734583437,0
48,11.749237,12.739237,100,4.69592165614978,5.78724982554499,6.43387789640881,4.58908454593037,5.80117542948292,6.22714812232484,31,44,53,9.84574657046711,8.26328712644188,1365.22497607499,10.5746734583437,0
49,11.999237,12.989237,100,4.22401622342692,4.99509251485487,6.29810602275948,3.97744905814028,5.00504795686366,6.070719591913,28,40,53,9.08071592781385,7.56746006125955,1275.09193330512,10.5746734583437,0
50,12.249237,13.239237,100,4.36084662440163,4.70309941352375,6.84614317292027,4.13815700938757,4.66973924823053,6.7508248654247,35,26,53,9.38114085381759,7.71196909115809,1310.94605643739,10.5746734583437,0
51,12.499237,13.489237,100,4.35855288846598,4.52575158142497,6.48523875089433,4.1357153449121,4.54717139293954,6.39099745617603,34,26,49,9.02982460042426,7.56375879546044,1185.34586334939,10.5746734583437,0
52,12.749237,13.739237,100,4.29646926774351,4.38456337758648,4.85158818419505,4.06237975735028,4.39080766137529,4.61928325368534,34,26,38,7.82444580080647,6.73458954286021,1042.57449678153,10.5746734583437,0
53,12.999237,13.989237,100,4.47172342463594,4.62060294633158,5.3141609850242,4.23148372860567,4.59005292546675,5.00176736440998,34,37,45,8.34185764376492,7.1360812996761,1135.0218282642,10.5746734583437,0
54,13.249237,14.239237,100,3.83280068668093,5.33213027122272,4.86853187354418,3.73532144033499,5.23912052146005,4.34254266158397,26,39,29,8.17463007950984,7.0438562917567,1088.69326780068,10.5746734583437,0
55,13.499237,14.489237,100,3.46982730915884,5.41898332989902,5.25877184798197,3.37936399491103,5.42291248297258,4.96471387276083,22,39,36,8.31022040828254,7.07942437048391,1139.29447566644,10.5746734583437,0
56,13.749237,14.739237,100,3.60671167572761,5.76886540758388,5.48428579900523,3.5236000873762,5.74448351978582,5.16924666765972,22,39,36,8.7387394930744,7.51317504294667,1210.14730016523,10.5746734583437,0
57,13.999237,14.989237,100,3.6950947997864,5.82722302166346,5.23268870009904,3.66661156983398,5.83029358028592,5.07463488262153,19,39,33,8.65975084836494,7.50156984534816,1216.72356967897,10.5746734583437,0
58,14.249237,15.239237,100,3.50785280899914,5.05593025203478,4.96200007851921,3.40841205362156,5.02939842176462,4.86438302585459,19,32,31,7.90499252512413,6.97973263714394,1123.35754974134,10.5746734583437,0
59,14.499237,15.489237,100,4.0790173398148,5.32320687939841,6.16990202721817,4.03933937993115,5.22112066611192,6.15700307525397,22,33,60,9.11277153037732,7.56133579185553,1235.71671619728,10.5746734583437,0
60,14.749237,15.739238,100,4.9707486778623,5.59602958920194,6.16577246454409,4.86105945138495,5.52785416931124,6.18354773784942,36,37,60,9.69745531911457,7.79800654650013,1303.11435251431,10.5746734583437,0
61,14.999237,15.989237,100,5.04331418641781,5.26807341890189,6.15763264365614,4.95837216689657,5.1430447296236,6.15785611387534,36,31,60,9.54484443582416,7.59816582473685,1248.20137511659,10.5746734583437,0
62,15.249237,16.239238,100,5.90426747789274,4.89879268655515,6.15017652910206,5.88111169316438,4.82568883448495,6.12274283291237,49,31,60,9.83276235731679,7.80250708998307,1318.83191589846,10.5746734583437,0
63,15.499237,16.489237,100,5.64284445535906,4.76446622625748,4.79980361916623,5.59090169992121,4.6257513722179,4.61004612260282,49,31,30,8.80794793076605,7.34693514201034,1177.77759567571,10.5746734583437,0
64,15.749237,16.739237,100,5.38922185781292,4.45109767959323,5.88611470729712,5.36553724234488,4.24264068711928,5.68047337620535,46,26,37,9.13796088487296,7.71229895457463,1278.80469103022,10.5746734583437,0
65,15.999237,16.989237,100,5.09676727625219,4.98582993253646,5.73140957561943,5.05296192766424,4.80297677056488,5.48727637541632,46,26,37,9.14792831781895,7.74579154140286,1304.02938203981,10.5746734583437,0
66,16.249236,17.239237,100,4.49440186995605,5.16480624091874,6.10232100565854,4.27323121893785,4.86482945811728,5.99801313904543,28,26,41,9.17132451344947,7.72521035848169,1303.49273803044,10.5746734583437,0
67,16.499237,17.489237,100,4.33555186509344,5.30265717565412,5.67413598300208,4.20498741875873,5.08683188102954,5.60731845020596,30,30,41,8.89443658985943,7.29656768222406,1280.27588731522,10.5746734583437,0
68,16.749237,17.739237,100,6.19137136486346,4.97453927418249,4.48952326573758,6.21223133679181,4.79708455231093,4.39094568861926,47,30,36,9.12331844898743,7.37507293116757,1290.03953175484,10.5746734583437,0
69,16.999237,17.989237,100,6.4468881208296,4.67937297945724,4.75927628025774,6.41918683292203,4.55577112079289,4.74202147578094,47,33,37,9.27952631523789,7.51559663779354,1296.3672687227,10.5746734583437,0
70,17.249237,18.239237,100,6.33185647993808,4.83963880054908,4.99617404516045,6.34929408308793,4.78266017858664,4.94220128438265,47,33,38,9.40618229101738,7.77390157600743,1325.33506794751,10.5746734583437,0
71,17.499237,18.489237,100,6.42150430751241,4.40708868908268,5.04878139039248,6.41792785716683,4.36953410363488,4.97898614481935,47,23,38,9.28161310402531,7.84818455563215,1310.42715314129,10.5746734583437,0
72,17.749237,18.739237,100,5.14765018026961,4.31886492151245,4.74421622491016,4.91843573720448,4.29247638727967,4.69922624191763,33,23,38,8.2254777476692,7.16923276412095,1189.09228657363,10.5746734583437,0
73,17.999237,18.989237,100,5.46330451436789,4.1751575087594,4.41474649945307,5.41299409296787,4.08341063625034,4.29352342888023,36,19,38,8.17126814479219,7.09661556961833,1194.64241752902,10.5746734583437,0
74,18.249237,19.239237,100,6.0601736134141,4.55676116941431,3.70961425294927,6.03377698017292,4.43369786607937,3.51613883730895,46,29,21,8.44103160078713,7.27842664752068,1197.81440090499,10.5746734583437,0
75,18.499237,19.489237,100,6.28901477928431,4.66407352692811,4.02046690761997,6.26978484640439,4.47722632391479,3.85855994491272,46,29,23,8.80167273385664,7.51142272609999,1252.27540199818,10.5746734583437,0
76,18.749237,19.739236,100,5.35204993573172,6.07333409282441,5.4014166632235,5.3785958138991,5.85359252549624,5.24751985670037,41,42,41,9.73165594785274,8.02477474021855,1332.70549982526,10.5746734583437,0
77,18.999237,19.989237,100,5.05493618052433,5.97803160005071,5.62507286879242,5.0276407704978,5.78573655421222,5.545550587014,39,42,41,9.64005634732512,7.97747930927428,1315.57958559726,10.5746734583437,0
78,19.249237,20.239237,100,5.39780607158481,5.67156900493195,5.98388364954651,5.20939322548968,5.59555198530065,5.8718296840409,34,47,46,9.8544339713376,8.04506258454168,1375.51537706853,10.5746734583437,0
79,19.499238,20.489237,100,4.9096820612829,5.60030490518967,5.83058450902042,4.69957015012646,5.56308177073452,5.75404117981354,34,47,46,9.458546859365,7.59799587663618,1321.96764388935,10.5746734583437,0
80,19.749237,20.739237,100,5.16413229288229,4.58645184100779,5.43073686565793,4.76515127426892,4.60566186471838,5.35038939392888,34,32,40,8.78616558757514,7.3162470835439,1262.03105615229,10.5746734583437,0
81,19.999237,20.989237,100,5.33275748355668,4.63576263894502,5.82123355437144,5.11376632831479,4.65860776011742,5.68779483640278,41,32,39,9.15507278603552,7.51366025630876,1272.86964539486,10.5746734583437,0
82,20.249237,21.239237,100,4.03646206360609,4.24145826939016,5.22454009015138,3.94122218648382,4.26183438477287,5.1470890076358,34,32,36,7.84721692038064,6.50097894227812,1106.77526880731,10.5746734583437,0
83,20.499237,21.489237,100,4.80621766556037,4.42564812323625,5.1108839224653,4.7979267408018,4.44789134014506,4.96674801641737,40,28,36,8.29501199687881,6.69860826587091,1178.29810545604,10.5746734583437,0
84,20.749237,21.739237,100,4.85891641215479,4.30422598276445,4.73235655175921,4.85984370202178,4.32585601968331,4.52628685870358,37,26,36,8.03309582564469,6.55018105368167,1133.55627068091,10.5746734583437,0
85,20.999237,21.989237,100,4.73015275522956,4.50462057846716,3.98544105566584,4.61962218053696,4.52623106754038,3.72168094963944,40,26,21,7.65177705189732,6.43521710143229,1078.67087229154,10.5746734583437,0
86,21.249237,22.239237,100,5.08038985746388,5.78209254597941,5.00610971403088,5.01846086912606,5.77534816826193,4.85776479338788,40,48,31,9.18172586080671,7.48029534921301,1285.81845255118,10.5746734583437,0
87,21.499237,22.489236,100,4.6973373247919,6.10456473960705,4.99841516435633,4.47496966865179,6.06033635763534,4.87827590010813,31,47,31,9.18231140607877,7.54905641881722,1290.52265736389,10.5746734583437,0
88,21.749237,22.739237,100,4.66394179807315,6.31670766658856,5.7551592963449,4.57246921777225,6.16161955621698,5.72607009980482,31,40,49,9.73524562439272,7.81246191210962,1373.40964234479,10.5746734583437,0
89,21.999237,22.989237,100,5.05962003930182,6.12980963670508,6.37280911611793,5.07856457887641,5.97046603260287,6.28771449219456,39,40,54,10.1875913323426,7.94323867707533,1406.08223683624,10.5746734583437,0
90,22.249237,23.239237,100,5.04966157747103,5.54680286033,6.55336197848094,5.06447320941565,5.49728123803949,6.41068394844643,39,42,54,9.96055506682995,7.91637689047642,1424.03391628437,10.5746734583437,0
91,22.499237,23.489237,100,5.77717441875876,5.12001557701758,6.95376791550221,5.79392750727829,5.13746390289366,6.78586617890301,48,42,54,10.3896675594713,8.48003260842598,1474.25589116964,10.5746734583437,0
92,22.749237,23.739237,100,5.46989289188962,4.47614463799083,6.34558506240595,5.46891121695991,4.49101234903579,6.17835910352589,48,27,52,9.49852877308839,7.90958164455714,1380.12197792598,10.5746734583437,0
93,22.999237,23.989237,100,5.09971077757898,4.54346578771001,5.71425375972015,5.07873363679721,4.56154324408711,5.61203612737387,35,27,38,8.90521349601021,7.68241096241371,1316.40194021188,10.5746734583437,0
94,23.249237,24.239237,100,5.86143473561533,4.22499967317145,6.54638820518447,5.8828976574886,4.24006861007954,6.41513362245397,39,21,53,9.74998656056279,8.07968531816614,1360.36967855183,10.5746734583437,0
95,23.499237,24.489237,100,5.08315215641141,3.95679135334103,6.35370544700907,5.10783711564885,3.97541688303748,6.23022933572735,35,21,53,9.0478840933368,7.38555943547725,1268.45694342939,10.5746734583437,0
96,23.749237,24.739237,100,5.33364568534437,3.90956813545088,6.77361487880032,5.36048957510865,3.92351110536716,6.75845897204146,35,21,61,9.46648603383698,7.50579563009274,1306.58838089119,10.5746734583437,0
97,23.999237,24.989236,100,5.60890437864871,4.18441325201724,7.12794413479096,5.62658731812498,4.18511069329731,7.11818697833836,43,21,61,9.98882926979848,7.76307131178306,1362.30193059513,10.5746734583437,0
98,24.249237,25.239237,100,4.66695059296988,4.01118950653267,5.53813304150091,4.68671020282378,4.02346651884701,5.54477641159186,39,22,51,8.27894840423008,6.69564589939047,1140.17291008018,10.5746734583437,0
99,24.499237,25.489237,100,4.71837818792975,4.02013014662331,5.51150130615606,4.7375994432675,3.99641253267392,5.51878335296555,39,22,51,8.29464801952926,6.74154349107518,1146.35968451829,10.5746734583437,0
100,24.749237,25.739237,100,5.29494764342367,4.21497777618271,4.6384367082249,5.31344777641855,4.16085655517314,4.403155434206,39,22,33,8.20473054380949,6.8798998951009,1087.90370239412,10.5746734583437,0
101,24.999237,25.989237,100,4.7142774442332,4.8706017127015,4.34658480502175,4.7236777317183,4.75143784723757,4.21458506530919,37,35,23,8.0523271376803,6.81235229622313,1071.05857277699,10.5746734583437,0
102,25.249237,26.239237,100,4.81127798045279,5.24418246559552,5.21115433123117,4.80420691065695,5.13041042326158,5.17159100619467,39,41,38,8.82076952434189,7.30839487712024,1185.13362041429,10.5746734583437,0
103,25.499237,26.489237,100,4.9356230053056,5.32129694252673,5.93512474231326,4.89708220692834,5.30008576259942,5.96327989203149,39,41,54,9.37562164914226,7.65780205862278,1284.05222776934,10.5746734583437,0
104,25.749237,26.739237,100,5.04218525568512,5.73048777209818,5.80330983774362,4.79320857931808,5.74470331362867,5.78792717733223,37,43,54,9.58856231828666,7.80273898654421,1311.48942407003,10.5746734583437,0
105,25.999237,26.989237,100,5.5449343584715,5.0841892762423,5.65441117183264,5.31834066930161,5.06806200882078,5.66095077141319,37,30,54,9.41103837716969,7.7231241466705,1328.70623798024,10.5746734583437,0
106,26.249237,27.239237,100,5.60211199870267,4.96332074679472,5.47648139924671,5.46772901724844,4.90025767205412,5.50210244480519,35,25,45,9.27416088915146,7.76020311471073,1279.0122005919,10.5746734583437,0
107,26.499237,27.489237,100,5.52415940028868,4.89242926845899,6.03081343699372,5.41792759216468,4.82178348327628,6.02871076892511,35,25,45,9.53010555757364,7.97530705834217,1283.30380432854,10.5746734583437,0
108,26.749237,27.739237,100,4.66343966652861,5.31846164948514,6.27732226159276,4.52462398683274,5.34214234633306,6.26086126969635,35,42,45,9.45719189909376,7.77464832143773,1296.38102552664,10.5746734583437,0
109,26.999237,27.989237,100,4.39169936603078,5.24871259770691,6.37913944728179,4.30099823977944,5.27501256640755,6.36990239844039,31,42,45,9.35571629234176,7.65451859430493,1291.42363908552,10.5746734583437,0
110,27.249237,28.239237,100,5.04047125043659,5.44948209813235,5.99130334041174,4.95330723105811,5.46278502249724,5.91846110219387,35,42,42,9.53933547377236,7.84397153899157,1355.8662080691,10.5746734583437,0
111,27.499237,28.489237,100,5.1841769720989,5.42158450343824,5.334994736325,5.1170047267652,5.39344907543336,5.32744940583364,35,42,42,9.20496812827603,7.65318221309183,1322.60727393191,10.5746734583437,0
112,27.749237,28.739237,100,5.38903704206387,4.7318733684418,5.78429004682434,5.37705563228867,4.74023184873883,5.61897039348209,35,29,45,9.21359632073689,7.83023849090945,1324.17197342301,10.5746734583437,0
113,27.999237,28.989237,100,5.05058370935379,5.83683649559732,6.78582965833439,5.04621069954896,5.81999340483503,6.7632697847874,33,41,48,10.2773800276849,8.55803959130264,1503.59637144987,10.5746734583437,0
114,28.249237,29.239237,100,4.60626561001778,5.33440476125349,6.56043870665694,4.5036461098568,5.28924962694725,6.56824315793943,26,41,48,9.62875449114365,7.84653566538203,1407.48229559485,10.5746734583437,0
115,28.499237,29.489236,100,4.63620518037391,5.54647771392723,6.24644817336711,4.63054199764123,5.50834078301426,6.11505841296217,36,41,48,9.55384363950858,7.81141244366502,1400.21577263259,10.5746734583437,0
116,28.749237,29.739237,100,5.00376953539954,5.75469647165466,5.68124486455123,4.9696045815507,5.66466096411637,5.68367323252678,41,41,48,9.50951020059691,7.58320527849373,1431.14619879698,10.5746734583437,0
