seq,t_us,time_s,raw_x,raw_y,raw_z,mv_x,mv_y,mv_z,mv_x_centered,mv_y_centered,mv_z_centered,mv_norm,mv_norm_centered
44,779300,0.439237,1947,1714,1448,1740,1562,1351,-2.93337782226672,7.18852185518858,15.7864531197865,2700.48977039351,17.5923748827129
45,789300,0.449237,1953,1713,1455,1749,1556,1335,6.06662217773328,1.18852185518858,-0.213546880213471,2694.87699162689,6.18563587011676
46,799300,0.459237,1953,1722,1461,1745,1548,1337,2.06662217773328,-6.81147814481142,1.78645311978653,2688.66100503578,7.33884026886658
47,809300,0.469237,1952,1718,1453,1747,1562,1332,4.06662217773328,7.18852185518858,-3.21354688021347,2695.56617429437,8.8622314317719
48,819300,0.479237,1949,1711,1455,1746,1552,1335,3.06662217773328,-2.81147814481142,-0.213546880213471,2690.62167537541,4.16583523555202
49,829300,0.489237,1949,1718,1453,1740,1550,1329,-2.93337782226672,-4.81147814481142,-6.21354688021347,2682.59967196002,8.38827707093505
50,839300,0.499237,1953,1723,1447,1743,1555,1332,0.0666221777332794,0.188521855188583,-3.21354688021347,2688.92134507501,3.21976125757476
51,849300,0.509237,1947,1712,1449,1743,1561,1326,0.0666221777332794,6.18852185518858,-9.21354688021347,2689.4322820997,11.0991750765813
52,859300,0.519237,1950,1714,1453,1745,1558,1335,2.06662217773328,3.18852185518858,-0.213546880213471,2693.4390655814,3.80568011222215
53,869300,0.529237,1953,1721,1453,1744,1548,1337,1.06662217773328,-6.81147814481142,1.78645311978653,2688.01209074662,7.12217186934373
54,879300,0.539237,1953,1714,1447,1745,1552,1329,2.06662217773328,-2.81147814481142,-6.21354688021347,2687.00018608112,7.12625437497581
55,889300,0.549237,1951,1722,1456,1743,1548,1337,0.0666221777332794,-6.81147814481142,1.78645311978653,2687.36339187688,7.04216499245825
56,899300,0.559237,1955,1739,1453,1743,1556,1332,0.0666221777332794,1.18852185518858,-3.21354688021347,2689.49976761479,3.42693832249087
57,909300,0.569237,1949,1718,1447,1747,1553,1332,4.06662217773328,-1.81147814481142,-3.21354688021347,2690.36094232726,5.49051478068235
58,919300,0.579237,1947,1723,1444,1760,1553,1332,17.0666221777333,-1.81147814481142,-3.21354688021347,2698.82066836609,17.4607539693438
59,929300,0.589237,1950,1716,1418,1745,1557,1332,2.06662217773328,2.18852185518858,-3.21354688021347,2691.37474165156,4.40311692866166
60,939300,0.599237,1951,1716,1457,1741,1553,1313,-1.93337782226672,-1.81147814481142,-22.2135468802135,2677.09898957808,22.3709871903813
61,949300,0.609237,1950,1715,1450,1743,1561,1333,0.0666221777332794,6.18852185518858,-2.21354688021347,2692.89045451166,6.5728251960337
62,959300,0.619237,1951,1731,1441,1747,1553,1328,4.06662217773328,-1.81147814481142,-7.21354688021347,2688.38278524469,8.47668140244749
63,969300,0.629237,1953,1722,1424,1742,1543,1336,-0.933377822266721,-11.8114781448114,0.786453119786529,2683.33915113241,11.8743723469529
64,979300,0.639237,1950,1724,1451,1747,1553,1314,4.06662217773328,-1.81147814481142,-21.2135468802135,2681.49473242071,21.6756416339765
65,989300,0.649237,1949,1717,1456,1745,1552,1332,2.06662217773328,-2.81147814481142,-3.21354688021347,2688.48526125772,4.74365050731828
66,999300,0.659237,1954,1721,1449,1745,1562,1342,2.06662217773328,7.18852185518858,6.78645311978653,2699.22822302969,10.0995900726259
67,1009300,0.669237,1951,1726,1446,1742,1552,1332,-0.933377822266721,-2.81147814481142,-3.21354688021347,2686.53903749787,4.37063920601797
68,1019300,0.679237,1949,1713,1450,1750,1554,1337,7.06662217773328,-0.811478144811417,1.78645311978653,2695.36361183422,7.33396622105212
69,1029299,0.689236,1952,1713,1436,1745,1560,1332,2.06662217773328,5.18852185518858,-3.21354688021347,2693.11139762172,6.44349049961264
70,1039300,0.699237,1952,1722,1452,1740,1553,1342,-2.93337782226672,-1.81147814481142,6.78645311978653,2690.79412070117,7.61197112871272
71,1049300,0.709237,1946,1723,1450,1745,1556,1329,2.06662217773328,1.18852185518858,-6.21354688021347,2689.31255156406,6.65519918998451
72,1059300,0.719237,1953,1718,1449,1743,1552,1337,0.0666221777332794,-2.81147814481142,1.78645311978653,2689.66949642516,3.33170566264687
73,1069300,0.729237,1957,1719,1447,1745,1549,1337,2.06662217773328,-5.81147814481142,1.78645311978653,2689.23688060386,6.42149672602228
74,1079300,0.739237,1954,1717,1447,1745,1550,1335,2.06662217773328,-4.81147814481142,-0.213546880213471,2688.81944354767,5.24088269602992
75,1089300,0.749237,1950,1716,1451,1745,1557,1336,2.06662217773328,2.18852185518858,0.786453119786529,2693.35664181333,3.11111935575591
76,1099300,0.759237,1954,1717,1449,1745,1557,1332,2.06662217773328,2.18852185518858,-3.21354688021347,2691.37474165156,4.40311692866166
77,1109300,0.769237,1957,1713,1451,1744,1556,1330,1.06662217773328,1.18852185518858,-5.21354688021347,2689.15823260737,5.45264505927875
78,1119300,0.779237,1951,1723,1443,1744,1558,1334,1.06662217773328,3.18852185518858,-1.21354688021347,2692.29567469845,3.57450003798064
79,1129300,0.789237,1950,1722,1443,1745,1553,1336,2.06662217773328,-1.81147814481142,0.786453119786529,2691.04626493117,2.85847665798593
80,1139300,0.799237,1955,1723,1452,1748,1552,1332,5.06662217773328,-2.81147814481142,-3.21354688021347,2690.4334223318,6.62585490348081
81,1149300,0.809237,1945,1723,1450,1740,1553,1329,-2.93337782226672,-1.81147814481142,-6.21354688021347,2684.33418187826,7.10593578284424
82,1159299,0.819236,1951,1719,1447,1744,1553,1337,1.06662217773328,-1.81147814481142,1.78645311978653,2690.89464676713,2.75872265520783
83,1169300,0.829237,1954,1714,1457,1746,1555,1337,3.06662217773328,0.188521855188583,1.78645311978653,2693.34550327283,3.55402965942103
84,1179300,0.839237,1953,1715,1453,1718,1549,1330,-24.9333778222667,-5.81147814481142,-5.21354688021347,2668.30002061237,26.1271444847635
85,1189300,0.849237,1953,1723,1457,1741,1557,1337,-1.93337782226672,2.18852185518858,1.78645311978653,2691.26345793198,3.42330139828002
86,1199300,0.859237,1951,1717,1446,1750,1556,1333,7.06662217773328,1.18852185518858,-2.21354688021347,2694.5361381878,7.49996819953228
87,1209300,0.869237,1946,1723,1455,1745,1553,1323,2.06662217773328,-1.81147814481142,-12.2135468802135,2684.61598743656,12.5189100040619
88,1219300,0.879237,1956,1717,1453,1741,1553,1332,-1.93337782226672,-1.81147814481142,-3.21354688021347,2686.46868584021,4.16488732429726
89,1229300,0.889237,1951,1731,1451,1743,1553,1328,0.0666221777332794,-1.81147814481142,-7.21354688021347,2685.78517383651,7.4378189126069
90,1239300,0.899237,1950,1717,1457,1743,1555,1334,0.0666221777332794,0.188521855188583,-1.21354688021347,2689.91263798659,1.2299085473829
91,1249300,0.909237,1953,1716,1450,1746,1550,1333,3.06662217773328,-4.81147814481142,-2.21354688021347,2688.47633428305,6.11999046648492
92,1259300,0.919237,1959,1719,1456,1745,1553,1337,2.06662217773328,-1.81147814481142,1.78645311978653,2691.54286609001,3.27777287862101
93,1269300,0.929237,1949,1723,1463,1743,1553,1336,0.0666221777332794,-1.81147814481142,0.786453119786529,2689.74980249093,1.97595548869839
94,1279300,0.939237,1951,1723,1454,1742,1560,1328,-0.933377822266721,5.18852185518858,-7.21354688021347,2689.19095640306,8.93460753440835
95,1289300,0.949237,1949,1717,1457,1744,1550,1327,1.06662217773328,-4.81147814481142,-8.21354688021347,2684.20658668442,9.57864067399414
96,1299301,0.959238,1952,1719,1447,1743,1553,1337,0.0666221777332794,-1.81147814481142,1.78645311978653,2690.24664296789,2.54505527108752
97,1309300,0.969237,1949,1718,1456,1743,1558,1333,0.0666221777332794,3.18852185518858,-2.21354688021347,2691.15254119866,3.8821256968939
